flight_id,airline,origin,destination,departure_date,departure_time,arrival_date,arrival_time,latency_minutes,status
802,Iberia,MUC,AMS,2024-03-12,17:41,2024-03-12,19:18,5,On-Time
803,KLM,CDG,JFK,2024-03-13,05:27,2024-03-13,12:27,6,On-Time
804,Swiss,ATH,FCO,2024-03-14,10:06,2024-03-14,12:10,16,On-Time
805,Lufthansa,LIS,ORY,2024-03-15,18:35,2024-03-15,21:14,4,On-Time
806,Vueling,MXP,VIE,2024-03-16,13:14,2024-03-16,14:35,10,On-Time
807,Iberia,BRU,CPH,2024-03-17,18:33,2024-03-17,20:27,12,On-Time
808,Iberia,AMS,FCO,2024-03-18,10:29,2024-03-18,12:29,15,On-Time
809,Vueling,BRU,CPH,2024-03-19,14:58,2024-03-19,16:40,0,On-Time
810,Vueling,STN,DUB,2024-03-20,18:35,2024-03-20,19:29,8,On-Time
811,Lufthansa,LIS,ORY,2024-03-21,10:23,2024-03-21,12:27,5,On-Time
812,Vueling,MAD,PMI,2024-03-22,17:27,2024-03-22,18:26,15,On-Time
813,Iberia,MXP,VIE,2024-03-23,16:59,2024-03-23,18:40,8,On-Time
814,Lufthansa,LHR,DUB,2024-03-24,12:20,2024-03-24,13:33,7,On-Time
815,TAP Air Portugal,BRU,CPH,2024-03-25,11:47,2024-03-25,13:48,22,On-Time
816,Air France,BRU,CPH,2024-03-26,13:59,2024-03-26,15:42,0,On-Time
817,Swiss,MXP,VIE,2024-03-27,10:33,2024-03-27,11:47,2,On-Time
818,Ryanair,MAD,PMI,2024-03-28,08:28,2024-03-28,09:23,5,On-Time
819,Ryanair,LHR,DUB,2024-03-29,18:31,2024-03-29,19:50,3,On-Time
820,Swiss,AMS,FCO,2024-03-30,21:10,2024-03-30,23:35,0,On-Time
821,Vueling,OPO,LIS,2024-03-31,11:19,2024-03-31,12:07,66,Delayed
822,Ryanair,CDG,JFK,2024-04-01,20:58,2024-04-02,03:54,0,On-Time
823,Swiss,OPO,LIS,2024-04-02,17:51,2024-04-02,18:46,8,On-Time
824,easyJet,BRU,CPH,2024-04-03,07:41,2024-04-03,09:13,4,On-Time
825,Vueling,LHR,DUB,2024-04-04,06:15,2024-04-04,07:30,15,On-Time
826,Swiss,FRA,LHR,2024-04-05,17:55,2024-04-05,19:17,5,On-Time
827,easyJet,MUC,AMS,2024-04-06,11:43,2024-04-06,13:35,13,On-Time
828,KLM,STN,DUB,2024-04-07,05:36,2024-04-07,06:32,19,On-Time
829,British Airways,MXP,VIE,2024-04-08,20:17,2024-04-08,21:49,16,On-Time
830,Air France,VCE,CDG,2024-04-09,18:29,2024-04-09,20:33,0,On-Time
831,Ryanair,MUC,AMS,2024-04-10,05:11,2024-04-10,06:43,21,On-Time
832,Ryanair,ZRH,BCN,2024-04-11,14:09,2024-04-11,16:08,72,Delayed
833,Iberia,VCE,CDG,2024-04-12,12:49,2024-04-12,14:48,8,On-Time
834,Swiss,OPO,LIS,2024-04-13,17:32,2024-04-13,18:09,11,On-Time
835,KLM,ATH,FCO,2024-04-14,14:39,2024-04-14,16:46,15,On-Time
836,TAP Air Portugal,MXP,VIE,2024-04-15,06:44,2024-04-15,08:28,4,On-Time
837,Iberia,BCN,MAD,2024-04-16,10:55,2024-04-16,12:19,1,On-Time
838,Ryanair,AMS,FCO,2024-04-17,14:47,2024-04-17,16:39,9,On-Time
839,KLM,BRU,CPH,2024-04-18,05:48,2024-04-18,07:08,13,On-Time
840,Ryanair,BRU,CPH,2024-04-19,16:17,2024-04-19,18:07,13,On-Time
841,British Airways,LHR,DUB,2024-04-20,13:16,2024-04-20,14:19,12,On-Time
842,easyJet,MUC,AMS,2024-04-21,17:44,2024-04-21,19:18,2,On-Time
843,Vueling,VCE,CDG,2024-04-22,14:04,2024-04-22,16:24,0,On-Time
844,Lufthansa,CDG,JFK,2024-04-23,20:25,2024-04-24,03:35,18,On-Time
845,easyJet,BCN,MAD,2024-04-24,10:56,2024-04-24,12:17,5,On-Time
846,Lufthansa,MUC,AMS,2024-04-25,12:24,2024-04-25,13:35,18,On-Time
847,easyJet,LIS,ORY,2024-04-26,15:02,2024-04-26,17:11,6,On-Time
848,Air France,LIS,ORY,2024-04-27,19:18,2024-04-27,21:22,2,On-Time
849,Vueling,FRA,LHR,2024-04-28,11:57,2024-04-28,13:49,5,On-Time
850,Lufthansa,MUC,AMS,2024-04-29,05:15,2024-04-29,06:53,6,On-Time
851,Iberia,ATH,FCO,2024-04-30,21:43,2024-05-01,00:07,7,On-Time
852,TAP Air Portugal,LIS,ORY,2024-05-01,16:16,2024-05-01,18:43,0,On-Time
853,KLM,FRA,LHR,2024-05-02,21:46,2024-05-02,23:44,5,On-Time
854,Air France,ATH,FCO,2024-05-03,21:38,2024-05-03,23:40,5,On-Time
855,easyJet,LIS,ORY,2024-05-04,11:52,2024-05-04,14:15,0,On-Time
856,Lufthansa,CDG,JFK,2024-05-05,12:34,2024-05-05,19:30,10,On-Time
857,Lufthansa,FRA,LHR,2024-05-06,05:16,2024-05-06,07:02,4,On-Time
858,Air France,LIS,ORY,2024-05-07,09:19,2024-05-07,11:36,0,On-Time
859,Air France,BCN,MAD,2024-05-08,21:36,2024-05-08,23:01,9,On-Time
860,Vueling,MAD,PMI,2024-05-09,19:11,2024-05-09,20:25,0,On-Time
861,Iberia,OPO,LIS,2024-05-10,09:04,2024-05-10,10:13,17,On-Time
862,Iberia,OPO,LIS,2024-05-11,12:37,2024-05-11,13:50,8,On-Time
863,KLM,OPO,LIS,2024-05-12,11:16,2024-05-12,12:01,0,On-Time
864,Iberia,ATH,FCO,2024-05-13,13:24,2024-05-13,15:33,43,Delayed
865,Ryanair,VCE,CDG,2024-05-14,18:25,2024-05-14,20:44,12,Delayed
866,easyJet,MXP,VIE,2024-05-15,11:38,2024-05-15,13:10,0,On-Time
867,KLM,OPO,LIS,2024-05-16,20:42,2024-05-16,21:50,60,Delayed
868,British Airways,CDG,JFK,2024-05-17,11:17,2024-05-17,18:14,53,Delayed
869,British Airways,ATH,FCO,2024-05-18,16:57,2024-05-18,18:57,14,On-Time
870,Air France,LHR,DUB,2024-05-19,21:39,2024-05-19,22:34,2,On-Time
871,Swiss,MUC,AMS,2024-05-20,16:44,2024-05-20,18:14,9,On-Time
872,Ryanair,LIS,ORY,2024-05-21,14:14,2024-05-21,16:43,11,On-Time
873,KLM,MXP,VIE,2024-05-22,12:52,2024-05-22,14:03,32,Delayed
874,KLM,MUC,AMS,2024-05-23,11:13,2024-05-23,12:43,0,On-Time
875,Vueling,VCE,CDG,2024-05-24,17:59,2024-05-24,19:55,3,On-Time
876,TAP Air Portugal,STN,DUB,2024-05-25,07:59,2024-05-25,09:03,6,On-Time
877,Vueling,VCE,CDG,2024-05-26,13:43,2024-05-26,15:48,17,On-Time
878,Swiss,ZRH,BCN,2024-05-27,17:43,2024-05-27,19:43,2,On-Time
879,easyJet,ZRH,BCN,2024-05-28,20:32,2024-05-28,22:09,7,On-Time
880,Air France,ATH,FCO,2024-05-29,11:50,2024-05-29,13:49,32,Delayed
881,British Airways,FRA,LHR,2024-05-30,04:44,2024-05-30,06:11,4,On-Time
882,Vueling,MUC,AMS,2024-05-31,16:37,2024-05-31,18:33,10,On-Time
883,easyJet,MXP,VIE,2024-06-01,05:35,2024-06-01,06:48,2,On-Time
884,Air France,MXP,VIE,2024-06-02,16:17,2024-06-02,17:50,90,Delayed
885,Iberia,FRA,LHR,2024-06-03,13:32,2024-06-03,15:11,1,On-Time
886,KLM,STN,DUB,2024-06-04,06:01,2024-06-04,07:12,26,Delayed
887,Swiss,MAD,PMI,2024-06-05,21:31,2024-06-05,22:24,8,On-Time
888,Air France,FRA,LHR,2024-06-06,11:45,2024-06-06,13:26,1,On-Time
889,Air France,OPO,LIS,2024-06-07,17:19,2024-06-07,17:52,15,On-Time
890,KLM,MAD,PMI,2024-06-08,19:58,2024-06-08,20:43,4,On-Time
891,Vueling,ZRH,BCN,2024-06-09,06:00,2024-06-09,07:29,2,On-Time
892,Air France,BCN,MAD,2024-06-10,05:00,2024-06-10,06:20,14,On-Time
893,TAP Air Portugal,MUC,AMS,2024-06-11,09:59,2024-06-11,11:27,4,On-Time
894,easyJet,AMS,FCO,2024-06-12,17:58,2024-06-12,20:14,25,Delayed
895,Lufthansa,MXP,VIE,2024-06-13,06:05,2024-06-13,07:29,6,On-Time
896,Vueling,MAD,PMI,2024-06-14,21:51,2024-06-14,23:01,1,On-Time
897,Ryanair,ATH,FCO,2024-06-15,12:59,2024-06-15,15:01,13,On-Time
898,Vueling,OPO,LIS,2024-06-16,06:12,2024-06-16,06:54,32,Delayed
899,Lufthansa,FRA,LHR,2024-06-17,07:26,2024-06-17,09:04,0,On-Time
900,KLM,AMS,FCO,2024-06-18,06:23,2024-06-18,08:23,13,Delayed
901,Swiss,AMS,FCO,2024-06-19,07:09,2024-06-19,09:05,3,On-Time
902,easyJet,LIS,ORY,2024-06-20,05:40,2024-06-20,07:48,7,On-Time
903,Lufthansa,MAD,PMI,2024-06-21,18:14,2024-06-21,19:16,54,Delayed
904,Lufthansa,BRU,CPH,2024-06-22,20:50,2024-06-22,22:36,4,On-Time
905,Iberia,OPO,LIS,2024-06-23,07:53,2024-06-23,08:33,2,On-Time
906,Iberia,LIS,ORY,2024-06-24,12:11,2024-06-24,14:47,6,On-Time
907,Lufthansa,AMS,FCO,2024-06-25,21:03,2024-06-25,23:14,0,On-Time
908,Swiss,FRA,LHR,2024-06-26,09:53,2024-06-26,11:09,41,Delayed
909,KLM,VCE,CDG,2024-06-27,11:51,2024-06-27,13:52,0,On-Time
910,Vueling,BCN,MAD,2024-06-28,10:03,2024-06-28,11:09,9,On-Time
911,Iberia,LIS,ORY,2024-06-29,09:41,2024-06-29,12:31,127,Cancelled
912,Ryanair,VCE,CDG,2024-06-30,10:59,2024-06-30,12:42,23,Delayed
913,British Airways,MAD,PMI,2024-07-01,07:53,2024-07-01,08:39,10,Delayed
914,Swiss,ATH,FCO,2024-07-02,18:52,2024-07-02,20:54,47,Delayed
915,TAP Air Portugal,OPO,LIS,2024-07-03,06:57,2024-07-03,07:51,1,On-Time
916,TAP Air Portugal,FRA,LHR,2024-07-04,22:03,2024-07-04,23:55,3,On-Time
917,easyJet,MXP,VIE,2024-07-05,12:32,2024-07-05,13:48,14,Delayed
918,easyJet,MAD,PMI,2024-07-06,20:17,2024-07-06,21:16,16,On-Time
919,British Airways,OPO,LIS,2024-07-07,10:53,2024-07-07,11:31,28,On-Time
920,TAP Air Portugal,ATH,FCO,2024-07-08,21:28,2024-07-08,23:46,11,On-Time
921,Lufthansa,STN,DUB,2024-07-09,14:04,2024-07-09,15:09,4,On-Time
922,Vueling,BRU,CPH,2024-07-10,07:44,2024-07-10,09:31,167,Cancelled
923,Swiss,FRA,LHR,2024-07-11,12:19,2024-07-11,13:46,10,On-Time
924,Ryanair,AMS,FCO,2024-07-12,18:27,2024-07-12,20:31,6,On-Time
925,KLM,ZRH,BCN,2024-07-13,12:24,2024-07-13,14:20,0,On-Time
926,Lufthansa,CDG,JFK,2024-07-14,15:48,2024-07-14,22:51,21,On-Time
927,Iberia,MUC,AMS,2024-07-15,14:07,2024-07-15,15:37,4,On-Time
928,Swiss,LHR,DUB,2024-07-16,16:00,2024-07-16,17:05,16,On-Time
929,TAP Air Portugal,LIS,ORY,2024-07-17,17:11,2024-07-17,19:34,3,On-Time
930,British Airways,LHR,DUB,2024-07-18,18:01,2024-07-18,19:05,9,On-Time
931,easyJet,BCN,MAD,2024-07-19,10:12,2024-07-19,11:28,4,On-Time
932,easyJet,OPO,LIS,2024-07-20,15:23,2024-07-20,16:24,16,On-Time
933,Vueling,FRA,LHR,2024-07-21,11:17,2024-07-21,13:04,7,On-Time
934,Ryanair,MUC,AMS,2024-07-22,14:45,2024-07-22,16:11,1,On-Time
935,KLM,FRA,LHR,2024-07-23,10:09,2024-07-23,11:38,1,On-Time
936,TAP Air Portugal,MAD,PMI,2024-07-24,14:29,2024-07-24,15:50,0,On-Time
937,Swiss,OPO,LIS,2024-07-25,16:53,2024-07-25,17:30,1,On-Time
938,KLM,VCE,CDG,2024-07-26,15:56,2024-07-26,17:35,39,Delayed
939,Air France,ZRH,BCN,2024-07-27,07:58,2024-07-27,09:54,186,Cancelled
940,Swiss,LIS,ORY,2024-07-28,13:15,2024-07-28,15:38,9,On-Time
941,Air France,ATH,FCO,2024-07-29,10:23,2024-07-29,12:17,4,On-Time
942,Swiss,MAD,PMI,2024-07-30,14:12,2024-07-30,15:30,5,On-Time
943,Lufthansa,STN,DUB,2024-07-31,18:44,2024-07-31,19:59,10,On-Time
944,Swiss,MXP,VIE,2024-08-01,21:52,2024-08-01,23:31,0,On-Time
945,British Airways,STN,DUB,2024-08-02,12:40,2024-08-02,13:31,6,On-Time
946,Lufthansa,ATH,FCO,2024-08-03,08:42,2024-08-03,10:44,16,Delayed
947,Vueling,OPO,LIS,2024-08-04,07:40,2024-08-04,08:31,54,Delayed
948,Vueling,AMS,FCO,2024-08-05,10:10,2024-08-05,12:10,4,On-Time
949,Ryanair,STN,DUB,2024-08-06,09:34,2024-08-06,10:58,120,Cancelled
950,TAP Air Portugal,MUC,AMS,2024-08-07,21:45,2024-08-07,23:15,26,Delayed
951,Iberia,BRU,CPH,2024-08-08,09:38,2024-08-08,11:01,9,On-Time
952,TAP Air Portugal,ZRH,BCN,2024-08-09,15:13,2024-08-09,16:59,0,On-Time
953,TAP Air Portugal,ZRH,BCN,2024-08-10,15:48,2024-08-10,17:28,1,On-Time
954,KLM,ZRH,BCN,2024-08-11,10:11,2024-08-11,11:42,10,Delayed
955,Lufthansa,BRU,CPH,2024-08-12,15:55,2024-08-12,17:46,44,Delayed
956,TAP Air Portugal,VCE,CDG,2024-08-13,13:29,2024-08-13,15:31,0,On-Time
957,Ryanair,AMS,FCO,2024-08-14,14:33,2024-08-14,16:37,4,On-Time
958,Air France,CDG,JFK,2024-08-15,15:48,2024-08-15,23:08,6,On-Time
959,Iberia,ZRH,BCN,2024-08-16,05:17,2024-08-16,07:27,2,On-Time
960,Ryanair,BCN,MAD,2024-08-17,06:15,2024-08-17,07:39,2,On-Time
961,KLM,OPO,LIS,2024-08-18,08:00,2024-08-18,08:29,5,On-Time
962,British Airways,LIS,ORY,2024-08-19,06:15,2024-08-19,08:32,14,On-Time
963,Swiss,FRA,LHR,2024-08-20,15:20,2024-08-20,17:04,1,On-Time
964,KLM,VCE,CDG,2024-08-21,21:47,2024-08-21,23:51,2,On-Time
965,Swiss,FRA,LHR,2024-08-22,11:07,2024-08-22,12:44,13,On-Time
966,Ryanair,BCN,MAD,2024-08-23,18:36,2024-08-23,19:49,6,On-Time
967,Iberia,FRA,LHR,2024-08-24,14:19,2024-08-24,15:44,10,On-Time
968,British Airways,OPO,LIS,2024-08-25,20:46,2024-08-25,21:41,10,On-Time
969,Swiss,VCE,CDG,2024-08-26,06:12,2024-08-26,08:10,16,On-Time
970,KLM,LIS,ORY,2024-08-27,18:52,2024-08-27,21:03,9,On-Time
971,Lufthansa,LHR,DUB,2024-08-28,15:27,2024-08-28,16:39,5,On-Time
972,Ryanair,LHR,DUB,2024-08-29,15:37,2024-08-29,17:05,2,On-Time
973,TAP Air Portugal,STN,DUB,2024-08-30,05:52,2024-08-30,06:50,12,On-Time
974,Vueling,FRA,LHR,2024-08-31,20:08,2024-08-31,21:30,148,Cancelled
975,KLM,BCN,MAD,2024-09-01,19:48,2024-09-01,21:10,5,On-Time
976,Lufthansa,CDG,JFK,2024-09-02,06:24,2024-09-02,13:06,0,On-Time
977,Air France,MUC,AMS,2024-09-03,21:29,2024-09-03,23:04,0,On-Time
978,TAP Air Portugal,LIS,ORY,2024-09-04,11:26,2024-09-04,13:46,0,On-Time
979,easyJet,MAD,PMI,2024-09-05,09:52,2024-09-05,10:42,0,On-Time
980,Iberia,MXP,VIE,2024-09-06,11:20,2024-09-06,12:38,4,On-Time
981,TAP Air Portugal,BRU,CPH,2024-09-07,05:48,2024-09-07,07:28,0,On-Time
982,Vueling,CDG,JFK,2024-09-08,16:39,2024-09-08,23:42,5,On-Time
983,Iberia,BRU,CPH,2024-09-09,07:34,2024-09-09,09:29,10,Delayed
984,Ryanair,BCN,MAD,2024-09-10,07:24,2024-09-10,08:47,1,On-Time
985,Lufthansa,ATH,FCO,2024-09-11,10:41,2024-09-11,12:58,15,On-Time
986,Vueling,OPO,LIS,2024-09-12,13:14,2024-09-12,14:19,13,On-Time
987,Air France,ZRH,BCN,2024-09-13,07:42,2024-09-13,09:40,5,On-Time
988,Lufthansa,LHR,DUB,2024-09-14,05:04,2024-09-14,06:00,8,Delayed
989,Air France,LHR,DUB,2024-09-15,13:17,2024-09-15,14:33,11,On-Time
990,Air France,MXP,VIE,2024-09-16,12:14,2024-09-16,13:47,19,On-Time
991,TAP Air Portugal,MUC,AMS,2024-09-17,09:59,2024-09-17,11:18,11,On-Time
992,Air France,BCN,MAD,2024-09-18,19:02,2024-09-18,20:08,56,Delayed
993,Lufthansa,MUC,AMS,2024-09-19,19:59,2024-09-19,21:29,0,On-Time
994,Swiss,CDG,JFK,2024-09-20,08:30,2024-09-20,15:35,6,On-Time
995,Ryanair,BRU,CPH,2024-09-21,08:57,2024-09-21,10:50,29,On-Time
996,British Airways,BRU,CPH,2024-09-22,17:54,2024-09-22,19:35,0,On-Time
997,TAP Air Portugal,CDG,JFK,2024-09-23,13:55,2024-09-23,21:06,5,On-Time
998,KLM,CDG,JFK,2024-09-24,11:19,2024-09-24,18:23,8,On-Time
999,easyJet,LHR,DUB,2024-09-25,13:45,2024-09-25,14:56,142,Cancelled
1000,Air France,MUC,AMS,2024-09-26,20:14,2024-09-26,21:58,13,On-Time
1001,Lufthansa,CDG,JFK,2024-09-27,09:29,2024-09-27,16:35,18,On-Time
1002,easyJet,FRA,LHR,2024-09-28,11:50,2024-09-28,13:07,14,On-Time
1003,British Airways,LHR,DUB,2024-09-29,15:11,2024-09-29,16:15,7,On-Time
1004,TAP Air Portugal,LHR,DUB,2024-09-30,15:01,2024-09-30,16:08,16,Delayed
1005,Air France,ATH,FCO,2024-10-01,17:09,2024-10-01,19:15,17,On-Time
1006,KLM,FRA,LHR,2024-10-02,11:10,2024-10-02,12:31,19,On-Time
1007,KLM,MAD,PMI,2024-10-03,18:43,2024-10-03,19:32,1,On-Time
1008,TAP Air Portugal,FRA,LHR,2024-10-04,09:42,2024-10-04,11:31,0,On-Time
1009,Lufthansa,CDG,JFK,2024-10-05,09:08,2024-10-05,16:12,169,Cancelled
1010,TAP Air Portugal,STN,DUB,2024-10-06,15:57,2024-10-06,16:55,3,On-Time
1011,KLM,LHR,DUB,2024-10-07,09:33,2024-10-07,10:29,10,On-Time
1012,Iberia,ZRH,BCN,2024-10-08,09:31,2024-10-08,11:25,15,On-Time
1013,Air France,LHR,DUB,2024-10-09,18:26,2024-10-09,19:54,16,On-Time
1014,Vueling,MUC,AMS,2024-10-10,08:59,2024-10-10,10:53,14,On-Time
1015,Swiss,BCN,MAD,2024-10-11,07:30,2024-10-11,08:40,0,On-Time
1016,TAP Air Portugal,MUC,AMS,2024-10-12,11:39,2024-10-12,13:27,3,On-Time
1017,Iberia,MXP,VIE,2024-10-13,06:29,2024-10-13,07:49,44,Delayed
1018,TAP Air Portugal,MAD,PMI,2024-10-14,11:46,2024-10-14,12:59,6,On-Time
1019,Swiss,MXP,VIE,2024-10-15,21:45,2024-10-15,22:51,17,On-Time
1020,Ryanair,ATH,FCO,2024-10-16,10:46,2024-10-16,12:51,17,On-Time
1021,Iberia,ZRH,BCN,2024-10-17,21:06,2024-10-17,22:54,173,Cancelled
1022,Lufthansa,VCE,CDG,2024-10-18,10:13,2024-10-18,12:18,0,On-Time
1023,Iberia,AMS,FCO,2024-10-19,14:20,2024-10-19,16:12,1,On-Time
1024,KLM,MUC,AMS,2024-10-20,09:10,2024-10-20,10:29,3,On-Time
1025,Vueling,FRA,LHR,2024-10-21,17:07,2024-10-21,18:52,58,Delayed
1026,Iberia,BCN,MAD,2024-10-22,13:05,2024-10-22,14:14,5,On-Time
1027,Vueling,LIS,ORY,2024-10-23,20:57,2024-10-23,23:21,0,On-Time
1028,KLM,ZRH,BCN,2024-10-24,13:05,2024-10-24,14:54,14,On-Time
1029,Lufthansa,AMS,FCO,2024-10-25,15:03,2024-10-25,17:06,14,On-Time
1030,Air France,LHR,DUB,2024-10-26,20:19,2024-10-26,21:21,43,Delayed
1031,Lufthansa,MXP,VIE,2024-10-27,09:48,2024-10-27,11:41,19,On-Time
1032,Vueling,MAD,PMI,2024-10-28,08:52,2024-10-28,10:16,67,Delayed
1033,British Airways,FRA,LHR,2024-10-29,15:53,2024-10-29,17:52,1,On-Time
1034,Air France,OPO,LIS,2024-10-30,21:56,2024-10-30,22:28,9,On-Time
1035,KLM,ATH,FCO,2024-10-31,09:39,2024-10-31,11:45,0,On-Time
1036,Ryanair,ZRH,BCN,2024-11-01,20:13,2024-11-01,22:00,12,On-Time
1037,easyJet,FRA,LHR,2024-11-02,16:11,2024-11-02,17:30,188,Cancelled
1038,Iberia,LIS,ORY,2024-11-03,12:49,2024-11-03,15:15,19,Delayed
1039,Air France,BCN,MAD,2024-11-04,05:27,2024-11-04,06:55,5,On-Time
1040,TAP Air Portugal,BRU,CPH,2024-11-05,16:14,2024-11-05,18:08,0,On-Time
1041,Ryanair,LHR,DUB,2024-11-06,14:42,2024-11-06,15:39,13,On-Time
1042,easyJet,MUC,AMS,2024-11-07,08:01,2024-11-07,09:32,148,Cancelled
1043,Lufthansa,VCE,CDG,2024-11-08,06:23,2024-11-08,08:20,4,On-Time
1044,Vueling,LHR,DUB,2024-11-09,15:21,2024-11-09,16:18,9,On-Time
1045,TAP Air Portugal,OPO,LIS,2024-11-10,14:27,2024-11-10,15:26,43,Delayed
1046,British Airways,STN,DUB,2024-11-11,07:39,2024-11-11,08:39,19,On-Time
1047,Lufthansa,CDG,JFK,2024-11-12,15:34,2024-11-12,22:34,9,On-Time
1048,KLM,MUC,AMS,2024-11-13,20:02,2024-11-13,21:37,13,On-Time
1049,Iberia,ZRH,BCN,2024-11-14,17:13,2024-11-14,19:04,13,On-Time
1050,Air France,OPO,LIS,2024-11-15,10:14,2024-11-15,10:45,37,Delayed
1051,Iberia,STN,DUB,2024-11-16,19:54,2024-11-16,20:46,12,On-Time
1052,British Airways,BRU,CPH,2024-11-17,08:18,2024-11-17,09:53,7,On-Time
1053,Ryanair,MUC,AMS,2024-11-18,06:27,2024-11-18,08:06,55,Delayed
1054,Iberia,OPO,LIS,2024-11-19,08:08,2024-11-19,09:03,6,On-Time
1055,TAP Air Portugal,MXP,VIE,2024-11-20,07:05,2024-11-20,08:32,37,Delayed
1056,Air France,VCE,CDG,2024-11-21,14:49,2024-11-21,16:33,2,On-Time
1057,Air France,STN,DUB,2024-11-22,20:32,2024-11-22,21:23,44,Delayed
1058,Lufthansa,AMS,FCO,2024-11-23,20:17,2024-11-23,22:49,147,Cancelled
1059,Iberia,MUC,AMS,2024-11-24,19:40,2024-11-24,20:58,150,Cancelled
1060,Air France,BCN,MAD,2024-11-25,18:16,2024-11-25,19:47,10,Delayed
1061,British Airways,STN,DUB,2024-11-26,18:46,2024-11-26,19:37,11,On-Time
1062,British Airways,VCE,CDG,2024-11-27,11:01,2024-11-27,13:00,40,Delayed
1063,British Airways,LHR,DUB,2024-11-28,15:57,2024-11-28,17:11,4,On-Time
1064,Ryanair,AMS,FCO,2024-11-29,13:52,2024-11-29,16:13,5,On-Time
1065,easyJet,AMS,FCO,2024-11-30,07:03,2024-11-30,09:16,13,On-Time
1066,Lufthansa,MAD,PMI,2024-12-01,10:53,2024-12-01,12:00,4,On-Time
1067,easyJet,FRA,LHR,2024-12-02,20:32,2024-12-02,22:13,8,On-Time
1068,easyJet,OPO,LIS,2024-12-03,08:42,2024-12-03,09:41,7,On-Time
1069,KLM,MAD,PMI,2024-12-04,16:10,2024-12-04,17:02,1,On-Time
1070,TAP Air Portugal,AMS,FCO,2024-12-05,16:49,2024-12-05,19:14,7,On-Time
1071,British Airways,LIS,ORY,2024-12-06,20:46,2024-12-06,23:29,12,On-Time
1072,Ryanair,LIS,ORY,2024-12-07,19:21,2024-12-07,21:43,0,On-Time
1073,British Airways,LIS,ORY,2024-12-08,15:16,2024-12-08,17:54,0,On-Time
1074,Swiss,ATH,FCO,2024-12-09,16:06,2024-12-09,17:57,10,On-Time
1075,Vueling,AMS,FCO,2024-12-10,19:08,2024-12-10,21:27,7,On-Time
1076,Air France,CDG,JFK,2024-12-11,21:42,2024-12-12,04:56,12,On-Time
1077,Lufthansa,ZRH,BCN,2024-12-12,20:05,2024-12-12,21:45,0,On-Time
1078,Iberia,OPO,LIS,2024-12-13,05:02,2024-12-13,05:40,13,On-Time
1079,British Airways,BCN,MAD,2024-12-14,13:38,2024-12-14,15:20,3,On-Time
1080,Swiss,BCN,MAD,2024-12-15,16:04,2024-12-15,17:28,72,Delayed
1081,Swiss,MAD,PMI,2024-12-16,12:33,2024-12-16,13:47,36,Delayed
1082,Ryanair,ATH,FCO,2024-12-17,18:59,2024-12-17,21:03,3,On-Time
1083,easyJet,ZRH,BCN,2024-12-18,08:55,2024-12-18,10:41,2,On-Time
1084,KLM,AMS,FCO,2024-12-19,06:31,2024-12-19,08:40,0,On-Time
1085,TAP Air Portugal,BRU,CPH,2024-12-20,16:44,2024-12-20,18:17,0,On-Time
1086,TAP Air Portugal,CDG,JFK,2024-12-21,19:20,2024-12-22,02:35,9,On-Time
1087,Vueling,BRU,CPH,2024-12-22,19:49,2024-12-22,21:33,8,On-Time
1088,TAP Air Portugal,VCE,CDG,2024-12-23,14:19,2024-12-23,16:12,0,On-Time
1089,Ryanair,LIS,ORY,2024-12-24,05:19,2024-12-24,08:06,0,On-Time
1090,Iberia,VCE,CDG,2024-12-25,20:17,2024-12-25,22:05,181,Cancelled
1091,easyJet,CDG,JFK,2024-12-26,15:26,2024-12-26,22:06,0,On-Time
1092,Iberia,CDG,JFK,2024-12-27,11:19,2024-12-27,18:24,11,On-Time
1093,KLM,AMS,FCO,2024-12-28,10:00,2024-12-28,12:25,9,On-Time
1094,easyJet,CDG,JFK,2024-12-29,08:34,2024-12-29,15:17,37,Delayed
1095,Air France,ATH,FCO,2024-12-30,20:55,2024-12-30,22:54,13,On-Time
1096,Iberia,ZRH,BCN,2024-01-01,07:11,2024-01-01,08:50,8,On-Time
1097,Ryanair,ATH,FCO,2024-01-02,08:13,2024-01-02,10:08,6,On-Time
1098,Vueling,CDG,JFK,2024-01-03,15:07,2024-01-03,22:24,9,On-Time
1099,British Airways,FRA,LHR,2024-01-04,17:00,2024-01-04,18:48,4,On-Time
1100,Vueling,ATH,FCO,2024-01-05,18:22,2024-01-05,20:10,0,On-Time
1101,TAP Air Portugal,OPO,LIS,2024-01-06,06:31,2024-01-06,07:44,12,On-Time
1102,Swiss,FRA,LHR,2024-01-07,21:32,2024-01-07,23:12,3,On-Time
1103,Swiss,BRU,CPH,2024-01-08,12:08,2024-01-08,13:48,7,On-Time
1104,easyJet,ATH,FCO,2024-01-09,12:37,2024-01-09,14:53,33,Delayed
1105,Vueling,STN,DUB,2024-01-10,19:51,2024-01-10,20:54,71,Delayed
1106,British Airways,ATH,FCO,2024-01-11,14:32,2024-01-11,16:49,11,On-Time
1107,Swiss,VCE,CDG,2024-01-12,08:20,2024-01-12,10:35,10,On-Time
1108,Vueling,BRU,CPH,2024-01-13,14:11,2024-01-13,15:29,0,On-Time
1109,British Airways,FRA,LHR,2024-01-14,17:06,2024-01-14,18:56,10,On-Time
1110,Swiss,ZRH,BCN,2024-01-15,06:24,2024-01-15,08:22,0,On-Time
